question,answer,context,source,subdomain
Which faculty member serves as the Director of the Landon Center on Aging?,"Randy Nudo, Ph.D.","Randy Nudo, Ph.D. -Professor & Vice Chair of Research, Department of Rehabilitation Medicine -Director, Landon Center on Aging",http://bio.engr.ku.edu/core-faculty,bio.engr.ku.edu
What historical context does The Wonderful Company have in relation to university research funding?,The Resnicks have a long history of supporting leading research universities with nearly $850 million pledged to universities for sustainability-related research and technologies.,"To date, the Resnicks, along with their foundations and The Wonderful Company, have invested nearly $2.6 billion in philanthropy... with more than $850 million pledged to universities for research and technologies around sustainability.",https://engr.ku.edu/news/article/university-of-kansas-renames-institute-for-sustainable-engineering-after-the-wonderful-company,engr.ku.edu
Who are the faculty mentors for the Jayhackers team?,Professors Alex Bardas and Bo Luo were the team's faculty mentors.,Professors Alex Bardas and Bo Luo were the team's faculty mentors.,https://eecs.ku.edu/news/article/2023/02/16/jayhackers-compete-2023-cyber-defense-competition,eecs.ku.edu
What is the procedure for choosing committee members for an M.S. thesis defense?,"A student must choose a faculty advisor and a thesis committee of at least three members, all of whom must be members of the KU Graduate Faculty, but students may also request members from outside the university.","Choose a faculty advisor and thesis committee of at least three (3) total members. All committee members must be members of the KU Graduate Faculty, but students may request to have committee members from outside the university.",http://bioengr.ku.edu/graduating,bioengr.ku.edu
What should a student do if they believe their education records contain inaccurate information?,"The student may ask KU to amend a record they believe is inaccurate by writing to the KU official responsible for the record, clearly identifying the part of the record they want changed and specifying why it is inaccurate.","Students may ask KU to amend a record that they believe is inaccurate. They should write the KU official responsible for the record (see KU Student Records Policy) clearly identify the part of the record they want changed, and specify why it is inaccurate.",https://registrar.ku.edu/personal-information-and-privacy,registrar.ku.edu
"What event is KU Bioengineering sponsoring, and where will it take place?",KU Bioengineering is sponsoring the Rising BME Scholars Conference at the University of Illinois - Chicago.,"KU Bioengineering was a sponsor for the Rising BME Scholars Conference. June 19-21, 2024 at the University of Illinois - Chicago",http://bioengr.ku.edu/,bioengr.ku.edu
Which program aims to maximize access to research careers for students?,Jayhawk BioResearch Scholars (JABRS),"Jayhawk BioResearch Scholars (JABRS) The University of Kansas, Maximizing Access to Research Careers (MARC) Apply/MoreInfo",https://bioengr.ku.edu/opportunities,bioengr.ku.edu
What is the maximum duration for which J-1 students can receive employment authorization due to economic hardship?,"The authorization can extend through the validity of the DS-2019 or up to 12 months, whichever period is shorter.","The dates will extend through the validity of your DS-2019 or up to 12 months, whichever period is less.",https://iss.ku.edu/j-1-economic-hardship,iss.ku.edu
What specific area of research is Mona Shaheen currently engaged in?,"Mona is focusing on structural vibrations, vibration mitigation, and dynamics.","Currently she is pursuing her Ph.D., and her research is an extension of her master's degree project which focuses on structural vibrations, vibration mitigation, and dynamics.",https://engr.ku.edu/people/mona-shaheen,engr.ku.edu
What unique support structure is emphasized for EECS graduate students at KU to enhance their research experience?,Many EECS students are supported through graduate research or teaching assistantships.,Many EECS students are supported through graduate research or teaching assistantships.,https://eecs.ku.edu/graduate-programs,eecs.ku.edu
What method will be used to collect data for the study?,"The study will utilize surveys, interviews, focus groups, and roundtable discussions to collect data.","'...The study will include data collection via surveys, interviews, focus groups and roundtable discussions, ensuring the work incorporates viewpoints from people involved in the decision-making process at all levels.'",https://engr.ku.edu/news/article/research-will-establish-best-managed-retreat-practices-for-communities-faced-with-climate-change-disaster,engr.ku.edu
How has Valerie Griffin contributed to the mental health advocacy in engineering?,She has been an advocate for mental health in engineering as a GEA Ambassador.,Valerie has enjoyed being a GEA Ambassador since 2019 ... be an advocate for mental health in engineering.,https://engr.ku.edu/people/valerie-griffin,engr.ku.edu
Who funds the Research Experience for Undergraduates (REU) Program at the School of Engineering?,The program is funded by the National Science Foundation (NSF).,The School of Engineering hosts Research Experience for Undergraduate (REU) funded by the National Science Foundation (NSF).,https://engr.ku.edu/reu,engr.ku.edu
